No,Family,Cone,Cross,popcross,Mom,Dad,RegionCross2,RegionCross,Breed,StartPos,Rack,DevicePos,DeviceNo,PlugPosition,IndID,RecruitsStart,RecruitsEnd,RecruitsDead,SurvivalPerc,Notes,Survival
7283,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E10,21,1,114,2,21.1.2,33,24,9,72.72727273,,0
7284,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E10,21,1,114,2,21.1.2,33,24,9,72.72727273,,0
7285,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E10,21,1,114,2,21.1.2,33,24,9,72.72727273,,0
7286,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E10,21,1,114,2,21.1.2,33,24,9,72.72727273,,0
7287,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E10,21,1,114,2,21.1.2,33,24,9,72.72727273,,0
7288,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E10,21,1,114,2,21.1.2,33,24,9,72.72727273,,0
7289,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E10,21,1,114,2,21.1.2,33,24,9,72.72727273,,0
7290,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E10,21,1,114,2,21.1.2,33,24,9,72.72727273,,0
7291,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H7,21,1,114,3,21.1.3,13,1,12,7.692307692,,1
7292,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H7,21,1,114,3,21.1.3,13,1,12,7.692307692,,0
7293,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H7,21,1,114,3,21.1.3,13,1,12,7.692307692,,0
7294,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H7,21,1,114,3,21.1.3,13,1,12,7.692307692,,0
7295,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H7,21,1,114,3,21.1.3,13,1,12,7.692307692,,0
7296,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H7,21,1,114,3,21.1.3,13,1,12,7.692307692,,0
7297,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H7,21,1,114,3,21.1.3,13,1,12,7.692307692,,0
7298,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H7,21,1,114,3,21.1.3,13,1,12,7.692307692,,0
7299,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H7,21,1,114,3,21.1.3,13,1,12,7.692307692,,0
7300,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H7,21,1,114,3,21.1.3,13,1,12,7.692307692,,0
7301,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H7,21,1,114,3,21.1.3,13,1,12,7.692307692,,0
7302,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H7,21,1,114,3,21.1.3,13,1,12,7.692307692,,0
7303,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H7,21,1,114,3,21.1.3,13,1,12,7.692307692,,0
7304,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,E14,21,2,158,1,21.2.1,8,0,8,0,remove,NA
7305,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,1
7306,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,1
7307,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,1
7308,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,1
7309,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,1
7310,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,1
7311,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,1
7312,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,1
7313,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,1
7314,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,1
7315,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,1
7316,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,1
7317,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,1
7318,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,1
7319,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,1
7320,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,1
7321,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,1
7322,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,1
7323,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,1
7324,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,1
7325,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,1
7326,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,1
7327,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,1
7328,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,1
7329,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,1
7330,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,1
7331,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,1
7332,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,1
7333,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,0
7334,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,0
7335,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,0
7336,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,0
7337,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,0
7338,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,0
7339,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,0
7340,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,0
7341,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,0
7342,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,0
7343,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,0
7344,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,0
7345,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,0
7346,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,0
7347,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,0
7348,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C9,21,2,158,2,21.2.2,44,28,16,63.63636364,,0
7349,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,1
7350,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,1
7351,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,1
7352,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,1
7353,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,1
7354,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,0
7355,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,0
7356,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,0
7357,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,0
7358,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,0
7359,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,0
7360,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,0
7361,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,0
7362,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,0
7363,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,0
7364,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,0
7365,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,0
7366,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,0
7367,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,0
7368,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,0
7369,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,0
7370,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,0
7371,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,0
7372,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,0
7373,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,0
7374,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,0
7375,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,0
7376,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,0
7377,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,0
7378,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,0
7379,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,0
7380,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D14,21,2,158,3,21.2.3,32,5,27,15.625,,0
7381,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,A8,21,3,249,1,21.3.1,2,2,0,100,,1
7382,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,A8,21,3,249,1,21.3.1,2,2,0,100,,1
7383,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,D5,21,3,249,2,21.3.2,2,2,0,100,,1
7384,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,D5,21,3,249,2,21.3.2,2,2,0,100,,1
7385,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,Hybrid,Hybrid,Hybrid,I6,21,3,249,3,21.3.3,2,2,0,100,,1
7386,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,Hybrid,Hybrid,Hybrid,I6,21,3,249,3,21.3.3,2,2,0,100,,1
7387,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,C8,21,4,119,1,21.4.1,3,1,2,33.33333333,,1
7388,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,C8,21,4,119,1,21.4.1,3,1,2,33.33333333,,0
7389,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,C8,21,4,119,1,21.4.1,3,1,2,33.33333333,,0
7390,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,A9,21,4,119,2,21.4.2,6,6,0,100,,1
7391,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,A9,21,4,119,2,21.4.2,6,6,0,100,,1
7392,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,A9,21,4,119,2,21.4.2,6,6,0,100,,1
7393,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,A9,21,4,119,2,21.4.2,6,6,0,100,,1
7394,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,A9,21,4,119,2,21.4.2,6,6,0,100,,1
7395,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,A9,21,4,119,2,21.4.2,6,6,0,100,,1
7396,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,H1,21,4,119,3,21.4.3,16,0,16,0,,0
7397,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,H1,21,4,119,3,21.4.3,16,0,16,0,,0
7398,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,H1,21,4,119,3,21.4.3,16,0,16,0,,0
7399,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,H1,21,4,119,3,21.4.3,16,0,16,0,,0
7400,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,H1,21,4,119,3,21.4.3,16,0,16,0,,0
7401,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,H1,21,4,119,3,21.4.3,16,0,16,0,,0
7402,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,H1,21,4,119,3,21.4.3,16,0,16,0,,0
7403,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,H1,21,4,119,3,21.4.3,16,0,16,0,,0
7404,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,H1,21,4,119,3,21.4.3,16,0,16,0,,0
7405,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,H1,21,4,119,3,21.4.3,16,0,16,0,,0
7406,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,H1,21,4,119,3,21.4.3,16,0,16,0,,0
7407,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,H1,21,4,119,3,21.4.3,16,0,16,0,,0
7408,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,H1,21,4,119,3,21.4.3,16,0,16,0,,0
7409,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,H1,21,4,119,3,21.4.3,16,0,16,0,,0
7410,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,H1,21,4,119,3,21.4.3,16,0,16,0,,0
7411,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,H1,21,4,119,3,21.4.3,16,0,16,0,,0
7412,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,H5,21,5,139,1,21.5.1,3,3,0,100,,1
7413,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,H5,21,5,139,1,21.5.1,3,3,0,100,,1
7414,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,H5,21,5,139,1,21.5.1,3,3,0,100,,1
7415,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,H6,21,5,139,2,21.5.2,0,0,0,NA,remove,NA
7416,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,F12,21,5,139,3,21.5.3,16,7,9,43.75,,1
7417,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,F12,21,5,139,3,21.5.3,16,7,9,43.75,,1
7418,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,F12,21,5,139,3,21.5.3,16,7,9,43.75,,1
7419,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,F12,21,5,139,3,21.5.3,16,7,9,43.75,,1
7420,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,F12,21,5,139,3,21.5.3,16,7,9,43.75,,1
7421,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,F12,21,5,139,3,21.5.3,16,7,9,43.75,,1
7422,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,F12,21,5,139,3,21.5.3,16,7,9,43.75,,1
7423,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,F12,21,5,139,3,21.5.3,16,7,9,43.75,,0
7424,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,F12,21,5,139,3,21.5.3,16,7,9,43.75,,0
7425,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,F12,21,5,139,3,21.5.3,16,7,9,43.75,,0
7426,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,F12,21,5,139,3,21.5.3,16,7,9,43.75,,0
7427,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,F12,21,5,139,3,21.5.3,16,7,9,43.75,,0
7428,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,F12,21,5,139,3,21.5.3,16,7,9,43.75,,0
7429,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,F12,21,5,139,3,21.5.3,16,7,9,43.75,,0
7430,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,F12,21,5,139,3,21.5.3,16,7,9,43.75,,0
7431,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,F12,21,5,139,3,21.5.3,16,7,9,43.75,,0
7432,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H9,21,6,193,1,21.6.1,4,1,3,25,,1
7433,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H9,21,6,193,1,21.6.1,4,1,3,25,,0
7434,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H9,21,6,193,1,21.6.1,4,1,3,25,,0
7435,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H9,21,6,193,1,21.6.1,4,1,3,25,,0
7436,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B6,21,6,193,2,21.6.2,3,0,3,0,,0
7437,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B6,21,6,193,2,21.6.2,3,0,3,0,,0
